timestamp,time,f_scale,location,county,state,latitude,longitude,comments
2017-04-27 15:24:00+00:00,1524,UNK,2 NE TROY UNIVERSITY,PIKE,AL,31.82,-85.93,NUMEROUS DAMAGE REPORTS ASSOCIATED WITH PERSISTENT DEBRIS SIGNATURE FROM KMXX. 1124 CDT. (BMX)
2015-08-07 03:38:00+00:00,0338,UNK,1 S TROY UNIVERSITY,PIKE,AL,31.78,-85.95,*** 4 INJ *** SIGNIFICANT DAMAGE TO THE WALMART AND HIBBETT SPORTS BUILDINGS IN TROY. FOUR MINOR INJURIES KNOWN AT THIS TIME. UPDATED FOR INJURIES. (BMX)
2017-01-21 14:55:00+00:00,1455,UNK,5 N GOSHEN,PIKE,AL,31.79,-86.13,AN EF1 TOUCHED DOWN IN WESTERN PIKE COUNTY AND TRAVELED EASTWARD. THE DAMAGE WENT ACROSS PIKE COUNTY AND MAY HAVE BEEN ONE THAN ONE TORNADO. FURTHER ASSESSMENT IS NEEDE (BMX)
2017-01-21 15:20:00+00:00,1520,UNK,2 SSE BANKS,PIKE,AL,31.79,-85.82,A WEAK TORNADO DAMAGE PATH WAS FOUND BY EMERGENCY MANAGEMENT STARTING JUST WEST OF THE BANKS FEED MILL ON ALABAMA HWY 93 AND GOING EAST TO COUNTY ROAD 4405. DEBRIS SIGN (BMX)
2016-02-16 00:20:00+00:00,0020,UNK,4 SSW BRUNDIDGE,PIKE,AL,31.66,-85.84,A 5 MILE LONG EF-1 TORNADO WITH WINDS OF UP TO 105 MPH TOUCHED DOWN JUST NORTHWEST OF AL HWY 125 APPROX 1.5 MILES WEST-SOUTHWEST OF US HWY 231. HUNDREDS OF TREES WERE S (BMX)
2016-02-24 04:38:00+00:00,0438,UNK,2 W HEADLAND,HENRY,AL,31.35,-85.38,THIS TORNADO WAS THE FIFTH TORNADO TO BE SPAWNED BY THE SAME THUNDERSTORM. THE TORNADO INITIALLY DEVELOPED NEAR CR-83 AND THE CITY LIMITS OF HEADLAND WHERE LARGE TREES (TAE)
2017-04-05 15:50:00+00:00,1550,UNK,3 N COATES,HENRY,AL,31.76,-85.16,PRELIMINARY DATA FROM STORM SURVEY SUGGESTS EF-2 TORNADO TOUCHDOWN NEAR THE HENRY/BARBOUR COUNTY LINE BEFORE MOVING INTO QUITMAN COUNTY. SURVEYS ARE ONGOING ALONG THE R (TAE)
2016-02-24 04:49:00+00:00,0449,UNK,5 NE HEADLAND,HENRY,AL,31.41,-85.28,DAMAGE TO 5 RESIDENCES AND NUMEROUS TREES AND POWER LINES DOWN NORTHEAST OF HEADLAND. DEBRIS SIGNATURE ON RADAR AT THE TIME. (TAE)
2015-04-19 12:46:00+00:00,1246,UNK,5 SW ABBEVILLE,HENRY,AL,31.51,-85.31,PRELIMINARY DATA SUPPORTS AT LEAST AN EF1 TORNADO WITH DAMAGE PATH FROM 31.5135...-85.3112 AT 846 AM CDT TO 31.5302...-85.2815 AT 853 AM CDT. DAMAGE TO TREES WITH FIVE RAIL (
2017-01-22 19:00:00+00:00,1900,UNK,1 SW GRANDBERRY CROSSRO,HENRY,AL,31.34,-85.25,MULTIPLE STRUCTURES DAMAGED INCLUDING A MOBILE HOME AND A BARN. RATED AS AN EF1 TORNADO AFTER STORM SURVEY (TAE)
2016-02-24 05:02:00+00:00,0502,UNK,WSW HARDWICKBURG,HENRY,AL,31.5,-85.16,A SHORT TORNADO PATH WAS OBSERVED ALONG CR-65 JUST TO THE EAST OF ITS INTERSECTION WITH HIGHWAY 95. MANY LARGE TREES WERE SNAPPED OR UPROOTED ALONG THIS SHORT PATH. (TAE)
2016-02-24 04:54:00+00:00,0454,UNK,2 NE BALKUM,HENRY,AL,31.44,-85.21,A SHORT TORNADO TRACK WAS DETERMINED ALONG CR-53 JUST NORTH OF ITS INTERSECTION WITH CR-26. THIS WAS A CONCENTRATED AREA OF TREE DAMAGE. (TAE)
2015-04-19 13:46:00+00:00,1346,UNK,5 SW ABBEVILLE,HENRY,AL,31.51,-85.31,PRELIMINARY DATA SUPPORTS AT LEAST AN EF1 TORNADO WITH DAMAGE PATH FROM 31.5135 -85.3112 AT 846 AM CDT TO 31.5302 -85.2815 AT 853 AM CDT. DAMAGE TO TREES WITH FIVE RAIL (TAE)
2015-04-19 13:51:00+00:00,1351,UNK,3 WSW ABBEVILLE,HENRY,AL,31.55,-85.29,STATE TROOPER REPORTED TRAIN CARS OVERTURNED NEAR HIGHWAY 431...MILE MARKER 38. (TAE)
2017-08-31 20:58:00+00:00,2058,UNK,1 NE KENNEDY,LAMAR,AL,33.59,-87.98,TREE AND ROOF DAMAGE ALONG COUNTY ROAD 2 AND TREES DOWN ALONG HIGHWAY 17. TIME APPROXIMATE. (BMX)
2016-11-30 05:40:00+00:00,0540,UNK,3 WSW LAMAR COUNTY AIRP,LAMAR,AL,33.83,-88.16,AN EF1 TORNADO WITH PEAK WINDS OF 105MPH TOUCHED DOWN WSW OF THE LAMAR COUNTY AIRPORT. PATH LENGTH OF 9.69 MI. . THE DURATION OF THE TORNADO EVENT WAS 13 MINUTES. (BMX)
2016-11-30 05:47:00+00:00,0547,UNK,3 WSW LAMAR COUNTY AIRP,LAMAR,AL,33.83,-88.16,TRAINED SPOTTER OBSERVED TORNADO GO ACROSS THE ROADWAY IN FRONT OF HIM ON BUCK JACKSON ROAD AND MORRIS ROAD. NUMEROUS TREES DOWN ON THE ROADWAY. (BMX)
2016-02-03 03:00:00+00:00,0300,UNK,1 S BEAVERTON,LAMAR,AL,33.92,-88.02,TORNADO CONFIRMED BY EMA... SEVERAL TREES ARE DOWN AND BLOCKING THE TAYLOR SPRINGS... TURKEY BRANCH AND PINEY GROVE ROADS. (BMX)
2016-02-03 02:15:00+00:00,0215,UNK,1 S BEAVERTON,LAMAR,AL,33.92,-88.02,TORNADO CONFIRMED BY EMA... SEVERAL TREES ARE DOWN AND BLOCKING THE TAYLOR SPRINGS... TURKEY BRANCH AND PINEY GROVE ROADS. (BMX)
2016-02-03 02:10:00+00:00,0210,UNK,4 S BEAVERTON,LAMAR,AL,33.88,-88.02,TORNADO TOUCHED DOWN ALONG CHASTAIN RD AND MOVED NORTHEAST PRODUCING MAJOR ROOF DAMAGE TO ONE RESIDENCE NEAR THE INTERSECTION OF POND RD AND GARRISON RD. IT CONTINUED N (BMX)
2017-01-21 14:48:00+00:00,1448,UNK,3 N SOCIETY HILL,MACON,AL,32.47,-85.46,A TORNADO PRODUCED TREE AND MINOR ROOF DAMAGE NEAR THE LEE AND MACON COUNTY LINE. (BMX)
2016-04-01 02:42:00+00:00,0242,UNK,2 SSW LOCUST FORK,BLOUNT,AL,33.88,-86.62,TORNADO START POINT. TORNADO BRIEFLY TOUCHED DOWN NEAR THE INTERSECTION OF SPUNKY HOLLOW ROAD AND SUNRISE LANE. A METAL STORAGE BARN WITH WOOD FRAMING WAS HEAVILY DAMAG (BMX)
2016-11-30 06:26:00+00:00,0626,UNK,4 NNE IDER,DEKALB,AL,34.76,-85.65,ROOF TORN OFF OF A HOME ALONG COUNTY ROAD 159 NORTH OF IDER. (HUN)
2016-11-30 07:10:00+00:00,0710,UNK,3 NNW IDER,DEKALB,AL,34.74,-85.69,*** 7 INJ *** AN EF-3 TORNADO WITH PEAK WIND SPEED OF 145 MPH... PATH LENGTH OF 7.5 MILES AND PATH WIDTH OF 156 YARDS. THIS TRACK WILL BE ADJUSTED AFTER ADDITIONAL SURV (HUN)
2016-11-30 06:10:00+00:00,0610,UNK,2 NNW IDER,DEKALB,AL,34.73,-85.69,MULTIPLE TREES AND POWERLINES REPORTED DOWN. MULTIPLE INJURIES ALSO REPORTED. (HUN)
2017-01-21 13:55:00+00:00,1355,UNK,1 SW WETUMPKA,ELMORE,AL,32.53,-86.22,A TORNADO MOVED THROUGH WETUMPKA AND PRODUCED TREE AND STRUCTURE DAMAGE. (BMX)
2017-01-21 13:55:00+00:00,1355,UNK,2 SSE BLUE RIDGE,ELMORE,AL,32.47,-86.17,AN EF1 TORNADO WITH WINDS OF 90 MPH TOUCHED DOWN BRIEFLY JUST SOUTH OF WILLOW SPRINGS RD AND MOVED NORTH NORTHEAST CAUSING TREE DAMAGE. PATH LENGTH 0.68 MI. PATH WIDTH (BMX)
2017-01-03 01:35:00+00:00,0135,UNK,4 SSW TAYLOR,GENEVA,AL,31.11,-85.51,TORNADO TOUCHED DOWN IN GENEVA COUNTY NEAR HOUSTON COUNTY BORDER ALONG REHOBETH ROAD BEFORE LIFTING AFTER CROSSING US 231 EAST OF THE NATIONAL PEANUT FESTIVAL GROUNDS. (TAE)
2015-01-03 23:19:00+00:00,2319,UNK,1 SSE JENA,GREENE,AL,33.12,-87.84,NATIONAL WEATHER SERVICE METEOROLOGISTS SURVEYED DAMAGE IN GREENE AND TUSCALOOSA COUNTIES AND CONFIRMED A WEAK TORNADO. THE TORNADO TOUCHED DOWN NEAR THE GREENE-TUSCALO (BMX)
2015-01-03 22:55:00+00:00,2255,UNK,3 N NEW WEST GREENE,GREENE,AL,32.96,-88.13,A TORNADO MOVED PARALLEL TO COUTY ROAD 117 IN NORTHERN GREENE COUNTY. THE TORNADO WAS RATED AN EF1 AS DOZENS OF HARDWOOD AND SOFTWOOD TREES WERE SNAPPED OFF OR WERE UPR (BMX)
2016-02-24 00:03:00+00:00,0003,UNK,5 WSW HACKLEBURG,MARION,AL,34.24,-87.92,DUAL-POL TORNADO DEBRIS SIGNATURE DETECTED FROM KGWX NEXRAD. (BMX)
2015-01-03 23:23:00+00:00,2323,UNK,3 NNE HAMILTON,MARION,AL,34.18,-87.95,NUMEROUS TREES DOWN AND MULTIPLE STRUCTURES DAMAGED IN THE AREA OF HIGHWAY 43 NORTH AND BEECHER STREET WITHIN THE CITY LIMITS OF HAMILTON. THE TORNADO WAS BRIEF WITH A (BMX)
2016-11-30 01:29:00+00:00,0129,UNK,1 WSW TWIN,MARION,AL,34.0,-87.88,AN EF0 TOR WITH PEAK WINDS OF 75MPH TOUCHED DOWN NE OF GU-WIN. PATH LENGTH OF 10.6 MI. PATH WIDTH OF 150 YDS. THE DURATION OF THE TORNADO EVENT WAS 14 MINUTES. (BMX)
2016-11-30 06:20:00+00:00,0620,UNK,2 NNW TUCKER,MARION,AL,33.99,-87.79,MARION COUNTY SHERIFF'S DEPUTY CONFIRMS TORNADO CROSSED I-22 AT MILE MARKER 29. (BMX)
2016-11-30 06:20:00+00:00,0620,UNK,2 SE PINEY GROVE,MARION,AL,34.07,-87.71,ROOFS TAKEN FROM HOUSES ON CAGLE ROAD NORTHEAST OF BRILLIANT. SIGNIFICANT DAMAGE TO A MOBILE HOME AS WELL. TIME BASED ON RADAR... VIA SOCIAL MEDIA. (BMX)
2016-11-30 06:02:00+00:00,0602,UNK,3 SSW GUIN,MARION,AL,33.93,-87.92,POWER LINES AND MULTIPLE TREES DOWN ON CO. RD 88 IN GUIN. (BMX)
2016-11-30 06:25:00+00:00,0625,UNK,2 ENE GU-WIN,MARION,AL,33.97,-87.84,NUMEROUS TREES AND POWERLINES DOWN ON ALABAMA HWY 253. (BMX)
2017-10-23 07:28:00+00:00,0728,UNK,2 SSW TRINITY,MORGAN,AL,34.57,-87.11,EF-1 TORNADO WITH PEAK WINDS OF 105 MPH... PATH LENGTH OF 2.4 MILES... AND PATH WIDTH OF 75 YARDS. (HUN)
2015-07-14 23:59:00+00:00,2359,UNK,4 ESE FALKVILLE,MORGAN,AL,34.35,-86.84,EF1 TORNADO WITH ESTIMATED PEAK WID OF 95 MPH. PATH LENGTH OF 4.9 MILES AND PATH WIDTH OF UP TO 300 YARDS. (HUN)
2016-04-01 02:11:00+00:00,0211,UNK,3 NE HARTSELLE,MORGAN,AL,34.48,-86.9,DEBRIS NEAR MM330 ON I-65. POWER FLASHES AND TORNADO ON THE GROUND. (HUN)
2016-04-01 02:00:00+00:00,0200,UNK,5 NNE HARTSELLE,MORGAN,AL,34.51,-86.9,DEBRIS WAS REPORTED ALONG PORTIONS OF INTERSTATE 65 NEAR MILE MARKER 330 BETWEEN HARTSELLE AND PRICEVILLE. (HUN)
2016-11-30 05:22:00+00:00,0522,UNK,2 SW MORGAN CITY,MORGAN,AL,34.45,-86.59,TREES REPORTED SNAPPED NEAR THE TOP ALONG PINE RIDGE ROAD IN MORGAN CITY. (HUN)
2015-07-14 23:48:00+00:00,2348,UNK,4 NNE HARTSELLE,MORGAN,AL,34.5,-86.9,EF0 TORNADO WITH ESTIMATED PEAK WIND OF 80 MPH. PATH LENGTH OF 0.76 MILES AND PATH WIDTH UP TO 100 YARDS. (HUN)
2016-11-29 17:22:00+00:00,1722,UNK,2 SW MORGAN CITY,MORGAN,AL,34.45,-86.59,TREES REPORTED SNAPPED NEAR THE TOP ALONG PINE RIDGE ROAD IN MORGAN CITY. (HUN)
2016-02-24 10:04:00+00:00,1004,UNK,4 WSW COLUMBIANA,SHELBY,AL,33.16,-86.67,A BRIEF WEAK TORNADO TOUCHED DOWN ALONG CR 97 AND MOVED EAST-NORTHEAST THROUGH A LARGELY RURAL AND WOODED AREA. IT LIFTED ALONG PEACEFUL VALLEY RD. THE MAJORITY OF THE (BMX)
2017-06-22 19:42:00+00:00,1942,UNK,3 NE MARVEL,SHELBY,AL,33.18,-86.97,A BRIEF EF-0 TORNADO TOUCHED DOWN ALONG A GRAVEL ROAD EXTENDING NORTH FROM COUNTY ROAD 10. SEVERAL TREES WERE UPROOTED... WITH A FEW SNAPPED AS WELL. THIS DAMAGE WAS AL (BMX)
2015-01-03 22:36:00+00:00,2236,UNK,5 N EMELLE,SUMTER,AL,32.81,-88.31,HUNDREDS OF TREES DOWN ON HIGHWAY 116 NEAR HIGHWAY 17 AND OLD BODKA ROAD. (BMX)
2015-01-03 22:06:00+00:00,2206,UNK,1 SSE CUBA,SUMTER,AL,32.43,-88.37,AN EF0 TORNADO WITH WINDS OF 80MPH TOUCHED DOWN EAST OF CUBA AND TRACKED 0.67 MILES TO THE NORTHEAST ALONG THE NORFOLK SOUTHERN RR CAUSING MINOR TREE DAMAGE AND ROOF DA (BMX)
2017-10-07 23:34:00+00:00,2334,UNK,2 SSW ORANGE BEACH,BALDWIN,AL,30.28,-87.59,WATERSPOUT REPORTED TO HAVE MOVED ONTO ORANGE BEACH. (MOB)
2017-10-22 19:59:00+00:00,1959,UNK,2 ENE OAK,BALDWIN,AL,30.33,-87.68,SPOTTERS AND 911 CALL CENTER CONFIRMED A TORNADO NEAR THE FOLEY BEACH EXPRESSWAY AND COUNTY ROAD 8. (MOB)
2017-10-07 18:58:00+00:00,1858,UNK,1 E GULF SHORES,BALDWIN,AL,30.25,-87.69,VIDEO FROM SOCIAL MEDIA OF A WATERSPOUT MOVING ONTO THE BEACH NEAR GULF SHORES. NO REPORTS OF DAMAGE AT THIS TIME. (MOB)
2017-01-21 15:30:00+00:00,1530,UNK,6 NNW CLIO,BARBOUR,AL,31.79,-85.66,A TORNADO OCCURRED IN PIKE COUNTY AND THE DAMAGE CONTINUED INTO BARBOUR COUNTY. THE TORNADO MOVED EASTWARD AND ENDED JUST EAST OF LOUISVILLE. (BMX)
2015-12-24 10:29:00+00:00,1029,UNK,1 SSE BOOT HILL,BARBOUR,AL,31.86,-85.63,TORNADO DEBRIS SIGNATURE CONFIRMED BY DUAL-POL RADAR DATA. (BMX)
2017-04-27 22:59:00+00:00,2259,UNK,1 SSW CLAYTON,BARBOUR,AL,31.87,-85.46,*** 3 INJ *** TORNADO MOVED NE THROUGH DOWNTOWN CLAYTON. DAMAGE CONSISTED MAINLY OF SNAPPED/UPROOTED TREES... WITH SOME STRUCTURAL DAMAGE PRIMARILY DUE TO FALLEN TREES. (BMX)
2017-04-05 14:49:00+00:00,1449,UNK,5 ENE RICHARDS CROSSROA,BARBOUR,AL,31.76,-85.18,10:49 AM CDT. TAE SURVEYED EF1 DAMAGE IN SOUTHERN BARBOUR COUNTY. (BMX)
2015-12-24 09:45:00+00:00,0945,UNK,3 SSE SPRING HILL,BARBOUR,AL,32.04,-85.32,TORNADO DEBRIS SIGNATURE CONFIRMED BY DUAL-POL RADAR DATA. (BMX)
2017-04-27 21:17:00+00:00,2117,UNK,4 SSE MOUNT ANDREW,BARBOUR,AL,31.92,-85.51,TORNADO CAPTURED ON VIDEO NORTH OF AL 239 BEHIND VENTRESS CORRECTIONAL FACILITY. (BMX)
2016-04-07 05:16:00+00:00,0516,UNK,N BOOT HILL,BARBOUR,AL,31.88,-85.64,A TORNADO TOUCHED DOWN IN RURAL BARBOUR COUNTY WEST OF CLAYTON...NORTH OF THE CR 9 AND CR 44 INTERSECTION. IT CONTINUED EASTWARD FOR NEARLY 5.4 MILES AND SNAPPED OR UPR (BMX)
2017-01-02 22:24:00+00:00,2224,UNK,2 WNW BEANS CROSSROADS,BULLOCK,AL,32.03,-85.87,THE TORNADO TOUCHED DOWN ALONG CR 13 AND TRAVELED NE CROSSING CR 14 & CR 15 BEFORE DISSIPATING JUST N OF EAST CREEK. DAMAGED CONSISTED OF NUMEROUS TREES SNAPPED/UPROOTE (BMX)
2015-04-19 12:19:00+00:00,1219,UNK,5 ENE UNION SPRINGS,BULLOCK,AL,32.16,-85.63,THE TORNADO TOUCHED DOWN IN A PECAN GROVE WEST OF PEACHBURG PLANTATION...UPROOTING A MATURE HEALTHY PECAN TREE. IT TRAVELLED NORTHEAST PARALLELING PEACHBURG ROAD...SNAP (BMX)
2016-04-07 04:54:00+00:00,0454,UNK,4 NW MIDWAY,BULLOCK,AL,32.13,-85.57,A TORNADO TOUCHED DOWN JUST WEST OF BULLOCK COUNTY RD 35 AND TRAVELED EAST FOR 7.74 MILES BEFORE LIFTING JUST WEST OF THE BARBOUR COUNTY LINE...WITH A MAXIMUM WIDTH OF (BMX)
2017-01-22 19:06:00+00:00,1906,UNK,1 NW SHOPTON,BULLOCK,AL,32.13,-85.96,A TORNADO TOUCHED DOWN NEAR SHOPTON. MOST OF THE DAMAGE WAS TO TREES... BUT AT LEAST ONE HOME SUFFERED DAMAGE. (BMX)
2016-04-07 04:18:00+00:00,0418,UNK,6 WSW HARDAWAY,BULLOCK,AL,32.26,-85.94,A TORNADO TOUCHED DOWN NEAR THE MITCHELL COMMUNITY NEAR ALABAMA HWY 110. ESTIMATED PEAK WINDS OF 75 MPH WERE ENCOUNTERED ALONG THE 3 MILE LONG 300 YARD WIDE PATH...SNAP (BMX)
2017-10-08 01:20:00+00:00,0120,UNK,3 NNE PLECHER,CHILTON,AL,32.74,-86.77,DAMAGE WAS SPORADIC ALONG ITS SHORT PATH... AND PRIMARILY CONSISTED OF TWIGS AND BRANCHES OF VARIOUS SIZE THAT WERE BROKEN OFF OF TREES. (BMX)
2017-10-08 01:47:00+00:00,0147,UNK,1 ENE CAMPBELL,CHILTON,AL,32.9,-86.83,BEGAN IN A WOODED AREA JUST WEST OF THE INTERSECTION OF CR-36 AND AL-191... WHERE IT SNAPPED SEVERAL BRANCHES OFF OF TREES. FROM THERE... THE TORNADO MOVED NORTH-NORTHW (BMX)
2017-01-21 11:14:00+00:00,1114,UNK,4 ESE TOXEY,CHOCTAW,AL,31.89,-88.25,*** 4 INJ *** LIKELY TORNADO PRODUCED MAJOR TREE AND POWER LINE DAMAGE ACROSS CHAPEL HILL ROAD AND PLEASANT HILL ROAD AREAS. DAMAGE TO 20-25 RESIDENCES SOME WITH MAJOR (MOB)
2015-07-14 23:18:00+00:00,2318,UNK,2 NE LA GRANGE,COLBERT,AL,34.6,-87.53,EF-0 TORNADO WITH PEAK WIND SPEEDS OF 85 MPH. PATH LENGTH WAS 2.66 MILES AND PATH WIDTH OF UP TO 50 YARDS. (HUN)
2016-11-30 01:15:00+00:00,0115,UNK,WSW CROOKED OAK,COLBERT,AL,34.58,-87.81,TREES DOWN ALONG FRANKFORT AND WAGNON MOUNTAIN ROADS. RELAYED BY COLBERT EOC. (HUN)
2016-11-30 01:30:00+00:00,0130,UNK,5 WNW LITTLEVILLE,COLBERT,AL,34.62,-87.75,NUMEROUS TREES AND POWERLINES DOWN ALONG UNDERWOOD MOUNTAIN ROAD IN TUSCUMBIA. HOME DAMAGED AS WELL WITH TWO INJURIES. POSSIBLE TORNADO. RELAYED BY COLBERT EOC. (HUN)
2015-07-14 23:00:00+00:00,2300,UNK,3 SW FLORENCE,COLBERT,AL,34.77,-87.71,EF1 TORNADO WITH ESTIMATED PEAK WIND OF 95 MPH. PATH LENGTH OF 9.11 MILES AND PATH WIDTH UP TO 150 YARDS. (HUN)
2017-11-18 23:01:00+00:00,2301,UNK,4 W LITTLEVILLE,COLBERT,AL,34.59,-87.74,EF-1 TORNADO WITH PEAK WIND OF 95 MPH... PATH LENGTH OF 1.8 MILES AND PATH WIDTH OF 200 YARDS. (HUN)
2016-02-15 22:33:00+00:00,2233,UNK,2 SE JOHNSONVILLE,CONECUH,AL,31.27,-86.85,STORM CHASER REPORTS THAT A TORNADO CROSSED CR-6 AND DESTROYED THE JOHNSONVILLE VFD. A HOME SUSTAINED ROOF DAMAGE WITH NUMEROUS TREES AND POWER LINES SNAPPED. (MOB)
2017-09-01 01:58:00+00:00,0158,UNK,2 SSE HOLLY POND,CULLMAN,AL,34.15,-86.61,A TORNADO DEVELOPED JUST SE OF HOLLY POND... AL... CONTINUED TRACKING NORTHEAST EAST OF BAILEYTON AND THEN MOVIED JUST WEST OF JOPPA BEFORE DISSIPATING WEST OF ARAB IN (HUN)
2017-04-30 19:12:00+00:00,1912,UNK,1 NW SOUTH VINEMONT,CULLMAN,AL,34.24,-86.87,NWS SURVEY TEAM FOUND EVIDENCE OF AN EF-0 TORNADO IN THE NORTH CENTRAL CULLMAN COUNTY AREA. TIMES ESTIMATED BY RADAR. (HUN)
2017-04-22 22:40:00+00:00,2240,UNK,3 NW JONES CHAPEL,CULLMAN,AL,34.24,-87.08,EF-1 WITH MAXIMUM WIND SPEED OF 100 MPH... PATH LENGTH OF 4.39 MILES... AND MAXIMUM PATH WIDTH OF 200 YARDS. (HUN)
2016-04-01 00:28:00+00:00,0028,UNK,5 SSE GLEN ALLEN,FAYETTE,AL,33.86,-87.7,A TORNADO TOUCHED DOWN NEAR THE INTERSECTION OF CR 52 AND CR 18. IT TRACKED NORTHEAST AND UPROOTED AND SNAPPED NUMEROUS TREES. IT DISSIPATED NEAR CASTLEBERRY ROAD. MAX. (BMX)
